CustomerID,Age,Gender,Education_Level,Annual_Income,Credit_Score,City_Category,Satisfaction_Level,Employment_Status,Experience_Years,Product_Preference,Subscription_Plan,Distance_from_Store,Number_of_Purchases,Target_Buy
CUST_0395,50,Non-binary,PhD,81743.90368790609,793,Tier 1,Dissatisfied,Self-Employed,29,Groceries,Basic,2.927566930100156,9,No
CUST_0396,20,Male,Bachelor,63636.78074410121,303,Tier 3,Very Dissatisfied,Student,0,Groceries,Basic,5.007827743290675,7,No
CUST_0397,35,Female,Bachelor,79073.43356331562,392,Tier 1,Satisfied,Unemployed,14,Beauty,Standard,9.93446801583158,5,Yes
CUST_0398,42,Male,Bachelor,59104.70385226985,305,Tier 1,Very Dissatisfied,Self-Employed,24,Fashion,Standard,0.41612780439252645,8,Yes
CUST_0399,59,Female,Bachelor,43226.20952592214,587,Tier 1,Neutral,Employed,40,Groceries,Standard,7.525038731826589,7,No
CUST_0400,48,Non-binary,High School,68056.43442165953,445,Tier 3,Satisfied,Self-Employed,29,Electronics,Basic,3.3965084120282323,8,Yes
CUST_0401,20,Non-binary,Master,60203.501414828606,723,Tier 1,Neutral,Employed,0,Groceries,Basic,4.1520211672224665,10,No
CUST_0402,57,Female,Master,63698.845657488186,756,Tier 1,Dissatisfied,Employed,38,Electronics,Basic,5.305590710730009,9,Yes
CUST_0403,63,Non-binary,Bachelor,92331.40988234832,501,Tier 1,Dissatisfied,Unemployed,40,Beauty,Standard,12.795338137382469,12,Yes
CUST_0404,41,Female,PhD,38025.95045230599,511,Tier 1,Very Satisfied,Employed,23,Groceries,Basic,0.2919603323624799,4,Yes
CUST_0405,67,Non-binary,Master,65718.37320951965,305,Tier 2,Dissatisfied,Unemployed,40,Beauty,Basic,0.14959754988469717,9,No
CUST_0406,49,Male,Bachelor,43620.06619682646,675,Tier 1,Neutral,Self-Employed,27,Beauty,Basic,0.981667018062058,9,No
CUST_0407,64,Non-binary,High School,20000.0,746,Tier 2,Dissatisfied,Self-Employed,40,Fashion,Standard,21.506004624158614,10,Yes
CUST_0408,39,Male,Bachelor,59020.696219555524,405,Tier 1,Satisfied,Employed,19,Groceries,Basic,6.277670451657631,12,No
CUST_0409,40,Non-binary,Bachelor,60620.45873999614,700,Tier 3,Dissatisfied,Unemployed,18,Electronics,Premium,4.767901102920523,12,Yes
CUST_0410,19,Male,High School,72470.44205901517,395,Tier 2,Very Satisfied,Employed,0,Electronics,Standard,0.2409067780822952,7,Yes
CUST_0411,44,Non-binary,High School,55649.185028321124,687,Tier 2,Dissatisfied,Unemployed,22,Groceries,Standard,10.56438044904352,3,No
CUST_0412,59,Male,Master,30219.992897520562,751,Tier 2,Neutral,Unemployed,37,Fashion,Standard,8.37673628486201,19,Yes
CUST_0413,19,Female,High School,43551.36845490274,715,Tier 2,Neutral,Unemployed,1,Fashion,Basic,5.465140206213047,9,Yes
CUST_0414,43,Female,Bachelor,86339.17673373407,803,Tier 3,Dissatisfied,Self-Employed,24,Fashion,Basic,2.07099682069732,10,Yes
CUST_0415,34,Male,PhD,43267.44141418738,753,Tier 1,Neutral,Unemployed,12,Electronics,Premium,0.36556901634615835,9,No
CUST_0416,57,Non-binary,Master,91664.51059385014,590,Tier 2,Neutral,Self-Employed,35,Beauty,Standard,4.3379610488153375,13,No
CUST_0417,50,Male,High School,80999.68585142767,833,Tier 3,Very Satisfied,Unemployed,32,Fashion,Premium,6.359377270546514,9,No
CUST_0418,26,Non-binary,Master,53644.38791327861,492,Tier 2,Satisfied,Self-Employed,7,Electronics,Standard,0.4949064781829624,11,Yes
CUST_0419,60,Female,High School,45418.41673794602,449,Tier 1,Very Satisfied,Student,39,Electronics,Basic,5.022436688466159,15,Yes
CUST_0420,65,Non-binary,High School,80958.25938261158,814,Tier 2,Very Dissatisfied,Self-Employed,40,Beauty,Basic,1.686925741201357,9,Yes
CUST_0421,56,Female,Bachelor,55181.775098127604,692,Tier 3,Very Satisfied,Self-Employed,37,Groceries,Standard,7.224794227229091,16,No
CUST_0422,46,Non-binary,Bachelor,29086.99720600083,615,Tier 1,Dissatisfied,Employed,26,Groceries,Basic,3.878470153099227,9,Yes
CUST_0423,59,Non-binary,Bachelor,71246.33241246516,375,Tier 3,Satisfied,Unemployed,40,Fashion,Basic,0.6907776965686587,12,Yes
CUST_0424,43,Non-binary,Bachelor,68345.26895716372,569,Tier 1,Dissatisfied,Student,24,Fashion,Premium,3.7382221974888745,13,Yes
CUST_0425,52,Male,High School,82754.12405429556,524,Tier 1,Very Dissatisfied,Employed,31,Beauty,Basic,2.518727596202606,5,No
CUST_0426,67,Male,High School,66991.89998720594,829,Tier 1,Satisfied,Unemployed,40,Fashion,Basic,0.9944257031819892,5,No
CUST_0427,42,Female,Bachelor,49017.06045908565,412,Tier 2,Neutral,Student,21,Beauty,Premium,9.210499480126249,6,Yes
CUST_0428,41,Female,Master,85393.57679204267,550,Tier 3,Very Satisfied,Student,19,Electronics,Premium,0.1,13,Yes
CUST_0429,30,Male,Bachelor,87339.80865357687,532,Tier 3,Dissatisfied,Student,12,Fashion,Basic,1.870764536916476,12,No
CUST_0430,24,Female,High School,64664.11927970415,382,Tier 3,Very Dissatisfied,Unemployed,2,Electronics,Premium,0.1,7,Yes
CUST_0431,53,Male,Bachelor,61206.43829065945,424,Tier 1,Neutral,Student,34,Home,Premium,0.5046680140385306,15,No
CUST_0432,62,Non-binary,High School,33534.579537897895,474,Tier 2,Very Satisfied,Student,40,Beauty,Basic,1.7626763295871697,10,No
CUST_0433,37,Female,High School,47849.473153070474,368,Tier 1,Neutral,Employed,17,Home,Basic,0.27899708171538645,11,Yes
CUST_0434,18,Female,Master,75215.39283918707,346,Tier 3,Very Satisfied,Self-Employed,0,Fashion,Basic,4.539511719375808,4,Yes
CUST_0435,25,Male,High School,48854.39399274599,555,Tier 2,Satisfied,Unemployed,7,Electronics,Standard,0.4543462705651732,9,Yes
CUST_0436,63,Female,High School,30863.24261213355,329,Tier 2,Neutral,Self-Employed,40,Fashion,Basic,6.048506471964953,7,Yes
CUST_0437,33,Female,Bachelor,129917.55579200198,580,Tier 2,Neutral,Employed,13,Home,Premium,0.2703917010815832,11,Yes
CUST_0438,31,Non-binary,Bachelor,30731.88083146623,536,Tier 3,Neutral,Self-Employed,13,Fashion,Standard,0.30570227780976883,9,No
CUST_0439,29,Female,Bachelor,105135.02792868235,547,Tier 2,Satisfied,Student,8,Groceries,Standard,1.82156231433394,8,Yes
CUST_0440,68,Non-binary,High School,53851.531108034804,667,Tier 2,Very Dissatisfied,Student,40,Home,Premium,11.344374838377849,8,Yes
CUST_0441,40,Male,High School,58308.74001712384,794,Tier 1,Very Satisfied,Unemployed,22,Fashion,Premium,5.127644456133995,11,No
CUST_0442,32,Female,High School,46554.43455624802,324,Tier 1,Neutral,Unemployed,10,Electronics,Basic,7.351234837602657,9,No
CUST_0443,45,Non-binary,High School,75656.74329475785,789,Tier 2,Satisfied,Unemployed,26,Fashion,Basic,0.7631464938558121,7,No
CUST_0444,51,Male,Bachelor,31204.515737798312,793,Tier 2,Very Dissatisfied,Employed,33,Electronics,Standard,8.982616991115645,15,Yes
CUST_0445,19,Female,Master,23193.419275316563,613,Tier 1,Very Satisfied,Unemployed,0,Groceries,Basic,0.1,8,No
CUST_0446,49,Male,Master,92203.43058757213,674,Tier 1,Satisfied,Employed,27,Fashion,Basic,1.197999529080061,11,No
CUST_0447,40,Female,Master,43920.552023860444,324,Tier 1,Very Satisfied,Student,22,Groceries,Standard,4.7867658748064565,11,Yes
CUST_0448,39,Male,Bachelor,74921.76239079368,633,Tier 3,Neutral,Self-Employed,18,Home,Premium,2.3519898036732956,13,Yes
CUST_0449,68,Male,Bachelor,38290.87846207568,654,Tier 3,Very Dissatisfied,Student,40,Electronics,Basic,20.736635903645055,10,Yes
CUST_0450,42,Non-binary,Bachelor,74168.42085789164,415,Tier 1,Satisfied,Student,24,Home,Standard,0.15404503822804397,13,No
CUST_0451,39,Male,Bachelor,93670.929975569,347,Tier 2,Very Dissatisfied,Student,17,Electronics,Basic,32.84987640549361,9,Yes
CUST_0452,39,Female,Bachelor,49457.572291697674,398,Tier 1,Neutral,Unemployed,21,Groceries,Standard,4.885884094537558,6,No
CUST_0453,66,Female,High School,21331.177864280377,758,Tier 3,Very Dissatisfied,Unemployed,40,Beauty,Basic,4.090231064060362,14,No
CUST_0454,69,Non-binary,Bachelor,93775.8782661981,822,Tier 2,Very Dissatisfied,Unemployed,40,Fashion,Premium,0.30678430030829545,3,Yes
CUST_0455,59,Female,PhD,78524.88643049783,704,Tier 3,Dissatisfied,Self-Employed,38,Groceries,Basic,1.5964063942866407,8,Yes
CUST_0456,23,Female,High School,50528.57532457384,513,Tier 2,Very Dissatisfied,Unemployed,5,Electronics,Standard,12.928898797419112,5,Yes
CUST_0457,32,Female,High School,55640.95893462708,802,Tier 3,Very Satisfied,Employed,12,Electronics,Basic,2.186683288082528,12,Yes
CUST_0458,60,Male,Bachelor,37786.95607500628,747,Tier 2,Satisfied,Student,40,Electronics,Basic,5.4184193769589655,8,No
CUST_0459,54,Male,Master,88405.1386488392,557,Tier 2,Dissatisfied,Self-Employed,35,Electronics,Basic,37.96814903475095,9,Yes
CUST_0460,50,Female,Bachelor,49305.6878437871,420,Tier 2,Satisfied,Self-Employed,32,Fashion,Basic,1.5263099131425117,11,Yes
CUST_0461,25,Non-binary,Bachelor,31625.82924905053,353,Tier 2,Satisfied,Self-Employed,4,Home,Basic,4.291062971692025,10,No
CUST_0462,61,Male,High School,64272.91763024943,630,Tier 3,Neutral,Self-Employed,39,Beauty,Basic,5.960843615502618,10,Yes
CUST_0463,61,Non-binary,Bachelor,42799.7327684292,540,Tier 3,Neutral,Self-Employed,40,Fashion,Standard,0.8993862122212866,10,Yes
CUST_0464,22,Female,Bachelor,39399.70848273784,829,Tier 2,Dissatisfied,Employed,4,Electronics,Standard,0.8047922894897074,11,No
CUST_0465,56,Female,Master,51398.015924761086,782,Tier 2,Neutral,Student,36,Fashion,Basic,3.0468610322507876,12,Yes
CUST_0466,21,Male,Bachelor,61727.10631000742,486,Tier 3,Neutral,Self-Employed,0,Groceries,Standard,2.437275291436277,8,No
CUST_0467,23,Female,High School,32377.804881705062,561,Tier 2,Neutral,Student,1,Electronics,Basic,6.2625851387093645,11,No
CUST_0468,62,Male,High School,87702.97850424648,663,Tier 2,Satisfied,Unemployed,40,Beauty,Standard,0.36021314770672896,13,Yes
CUST_0469,49,Female,High School,73543.19424131575,790,Tier 2,Dissatisfied,Self-Employed,31,Electronics,Basic,17.90759696771991,10,Yes
CUST_0470,69,Female,Bachelor,52692.74018454538,730,Tier 1,Satisfied,Self-Employed,40,Beauty,Standard,0.1,7,Yes
CUST_0471,47,Male,High School,41933.13027406004,538,Tier 2,Very Satisfied,Student,28,Beauty,Basic,4.597941117345066,7,Yes
CUST_0472,64,Male,Bachelor,58215.490941666714,603,Tier 1,Satisfied,Self-Employed,40,Home,Premium,4.13490847694839,10,Yes
CUST_0473,52,Male,Bachelor,77988.70081511444,597,Tier 2,Very Satisfied,Self-Employed,31,Home,Basic,0.7234859560308469,9,No
CUST_0474,57,Female,High School,74891.68054399359,375,Tier 3,Very Dissatisfied,Self-Employed,35,Fashion,Basic,0.8179856863836488,7,No
CUST_0475,69,Female,High School,81170.08600902357,632,Tier 1,Very Dissatisfied,Employed,40,Fashion,Basic,7.867398341043064,4,Yes
CUST_0476,33,Non-binary,High School,50392.450180393564,773,Tier 1,Very Satisfied,Employed,12,Beauty,Premium,10.926786987004656,11,Yes
CUST_0477,30,Male,Master,20000.0,582,Tier 2,Very Satisfied,Self-Employed,8,Electronics,Standard,1.6635155049146675,10,Yes
CUST_0478,67,Female,High School,84956.22395832493,371,Tier 2,Satisfied,Employed,40,Groceries,Standard,2.8809465504053398,14,Yes
CUST_0479,59,Female,Bachelor,56656.07713855296,562,Tier 1,Very Satisfied,Unemployed,38,Groceries,Premium,2.192486369516447,8,Yes
CUST_0480,47,Male,Master,73323.32130943325,311,Tier 3,Dissatisfied,Self-Employed,26,Electronics,Premium,0.3765658682072405,8,Yes
CUST_0481,36,Non-binary,Bachelor,93384.57509280604,440,Tier 3,Very Dissatisfied,Unemployed,16,Electronics,Standard,5.592099543925651,8,Yes
CUST_0482,34,Male,Master,108688.17266475363,316,Tier 2,Very Dissatisfied,Student,15,Home,Basic,8.720361989228834,11,Yes
CUST_0483,36,Non-binary,Bachelor,47003.57043718359,362,Tier 3,Very Satisfied,Unemployed,14,Groceries,Premium,1.8183493099713206,8,No
CUST_0484,45,Female,PhD,62679.19814331289,552,Tier 3,Neutral,Student,23,Beauty,Basic,23.114529505764306,12,Yes
CUST_0485,43,Non-binary,High School,87336.72921210891,764,Tier 2,Neutral,Self-Employed,24,Fashion,Standard,0.39441283975913366,6,No
CUST_0486,54,Female,High School,43114.41962954009,675,Tier 3,Very Satisfied,Student,35,Home,Standard,5.420451926101105,11,Yes
CUST_0487,43,Male,Bachelor,48357.76812419144,819,Tier 2,Dissatisfied,Student,24,Groceries,Standard,2.973101939177546,13,Yes
CUST_0488,40,Male,PhD,48239.2284308225,389,Tier 1,Neutral,Unemployed,21,Electronics,Standard,2.958388234781192,13,No
CUST_0489,26,Male,Master,59438.19373183956,474,Tier 2,Very Satisfied,Unemployed,8,Groceries,Standard,3.059178231247033,8,No
CUST_0490,29,Non-binary,High School,55597.5263942006,375,Tier 1,Dissatisfied,Unemployed,7,Beauty,Premium,1.4966264540833984,10,No
CUST_0491,18,Female,High School,48124.093554873514,699,Tier 1,Dissatisfied,Self-Employed,0,Home,Basic,6.28621442005707,11,Yes
CUST_0492,18,Male,PhD,40684.85168787481,370,Tier 3,Satisfied,Self-Employed,0,Electronics,Basic,6.3930601842652335,10,No
CUST_0493,64,Male,High School,76238.80656790583,479,Tier 3,Dissatisfied,Unemployed,40,Beauty,Standard,1.6591947053993341,13,Yes
CUST_0494,51,Female,Master,86756.62041932234,423,Tier 3,Neutral,Self-Employed,29,Fashion,Premium,9.01834435304787,5,No
CUST_0495,49,Male,Master,89654.2958834483,680,Tier 2,Neutral,Self-Employed,28,Home,Basic,1.9051671135157735,14,No
CUST_0496,65,Female,Bachelor,50378.528852310315,592,Tier 3,Very Satisfied,Student,40,Beauty,Basic,6.456614356714469,12,Yes
CUST_0497,42,Female,Bachelor,77074.49344514555,494,Tier 1,Very Satisfied,Student,24,Beauty,Basic,0.6448505840280151,18,No
CUST_0498,57,Female,Bachelor,64726.51805455551,527,Tier 3,Dissatisfied,Unemployed,38,Electronics,Basic,0.9238325731671844,11,Yes
CUST_0499,62,Female,High School,48586.573027733495,730,Tier 3,Very Dissatisfied,Self-Employed,40,Fashion,Premium,1.8974932032112448,6,Yes
CUST_0500,18,Female,Master,74684.36437416392,735,Tier 2,Satisfied,Student,0,Beauty,Standard,4.505456253154343,19,No
CUST_0501,33,Non-binary,Bachelor,47667.89891909006,760,Tier 2,Very Dissatisfied,Employed,14,Home,Standard,5.18539666314234,5,No
CUST_0502,56,Male,Master,52476.46794436623,320,Tier 1,Dissatisfied,Self-Employed,34,Beauty,Standard,2.5238547183497513,7,No
CUST_0503,22,Non-binary,High School,32465.405949927404,363,Tier 2,Dissatisfied,Employed,3,Groceries,Standard,0.40517808156969237,7,Yes
CUST_0504,39,Male,PhD,50715.578051335484,464,Tier 3,Very Dissatisfied,Unemployed,18,Home,Basic,2.3391072763427463,4,Yes
CUST_0505,46,Non-binary,Bachelor,65077.2241802917,326,Tier 2,Satisfied,Self-Employed,28,Home,Basic,5.836075544803819,6,Yes
CUST_0506,20,Female,High School,91378.68991354991,610,Tier 1,Very Dissatisfied,Unemployed,0,Beauty,Basic,5.5584186617772104,7,No
CUST_0507,29,Male,High School,52930.091075966266,584,Tier 3,Very Satisfied,Unemployed,11,Electronics,Basic,0.8729361986536855,9,No
CUST_0508,43,Male,Master,39236.61705826133,580,Tier 1,Neutral,Unemployed,21,Home,Basic,0.1,9,Yes
CUST_0509,33,Non-binary,Bachelor,89947.3794186825,463,Tier 2,Very Satisfied,Unemployed,15,Groceries,Basic,6.9914626061056,12,Yes
CUST_0510,68,Non-binary,Master,49908.95125831565,523,Tier 2,Neutral,Unemployed,40,Electronics,Basic,0.5623070392615739,8,Yes
CUST_0511,54,Male,High School,25032.3668771827,445,Tier 1,Dissatisfied,Self-Employed,32,Electronics,Basic,0.42969145910824286,9,Yes
CUST_0512,39,Non-binary,High School,62661.87470273568,329,Tier 3,Satisfied,Employed,19,Electronics,Standard,0.1,9,No
CUST_0513,46,Non-binary,Bachelor,53504.530534416495,344,Tier 2,Very Dissatisfied,Self-Employed,28,Home,Basic,2.833465467549413,6,Yes
CUST_0514,31,Non-binary,Bachelor,106007.91285370343,770,Tier 2,Satisfied,Self-Employed,13,Electronics,Premium,3.4984819081870615,8,Yes
CUST_0515,45,Female,Bachelor,69507.32068694424,333,Tier 3,Very Dissatisfied,Self-Employed,26,Beauty,Basic,5.075917241072972,9,Yes
CUST_0516,22,Female,PhD,57073.152926903276,726,Tier 2,Very Satisfied,Student,0,Electronics,Standard,1.7553380488320436,11,Yes
CUST_0517,64,Non-binary,PhD,41510.055814887935,520,Tier 1,Very Satisfied,Student,40,Groceries,Premium,6.1966998437612055,8,No
CUST_0518,66,Non-binary,PhD,66603.33682385934,833,Tier 2,Very Dissatisfied,Self-Employed,40,Fashion,Premium,0.927624554735298,12,Yes
CUST_0519,47,Female,Master,89134.19900123589,666,Tier 2,Satisfied,Employed,28,Groceries,Premium,8.918660468275398,12,Yes
CUST_0520,63,Female,Bachelor,66236.28366954521,849,Tier 3,Very Dissatisfied,Self-Employed,40,Home,Basic,4.24138887211942,11,No
CUST_0521,69,Male,Bachelor,43051.40615764108,415,Tier 1,Dissatisfied,Unemployed,40,Electronics,Basic,4.384026030617399,8,Yes
CUST_0522,22,Male,Bachelor,70776.12423503908,538,Tier 3,Very Satisfied,Student,2,Electronics,Basic,1.177190437836098,7,No
CUST_0523,29,Female,Master,59027.86210254369,634,Tier 2,Dissatisfied,Student,11,Beauty,Basic,0.38499245540894045,12,Yes
CUST_0524,33,Non-binary,High School,68972.26206636324,740,Tier 2,Very Satisfied,Self-Employed,15,Electronics,Basic,3.1248713878627603,11,No
CUST_0525,43,Non-binary,Bachelor,52903.85299631559,447,Tier 3,Very Satisfied,Self-Employed,24,Groceries,Premium,4.780513473896307,12,Yes
CUST_0526,43,Non-binary,High School,52434.09451477576,308,Tier 3,Neutral,Employed,21,Home,Standard,0.49935836068849443,9,Yes
CUST_0527,65,Non-binary,Bachelor,51644.40405136441,587,Tier 3,Dissatisfied,Employed,40,Fashion,Standard,15.032396535797485,13,Yes
CUST_0528,38,Male,Master,78844.76302994724,687,Tier 1,Dissatisfied,Unemployed,18,Electronics,Premium,19.664793231074576,18,Yes
CUST_0529,56,Female,Master,52635.49449517817,349,Tier 2,Neutral,Self-Employed,37,Fashion,Standard,3.9423104511946914,14,Yes
CUST_0530,53,Non-binary,High School,50805.38537251546,816,Tier 3,Satisfied,Self-Employed,31,Electronics,Standard,14.98558168197675,5,Yes
CUST_0531,50,Male,PhD,41158.68196875267,577,Tier 2,Dissatisfied,Self-Employed,32,Home,Standard,0.9888731396899924,11,No
CUST_0532,47,Non-binary,Bachelor,69080.27603433534,599,Tier 1,Very Dissatisfied,Student,27,Groceries,Basic,0.128746865370541,12,No
CUST_0533,54,Female,High School,66234.03604262437,434,Tier 1,Neutral,Unemployed,33,Home,Basic,0.20103558095421153,13,Yes
CUST_0534,40,Male,High School,51024.63551022738,446,Tier 1,Dissatisfied,Employed,22,Fashion,Premium,4.427746634104327,13,Yes
CUST_0535,27,Female,High School,45812.42584884278,789,Tier 1,Satisfied,Student,8,Electronics,Premium,0.3181180772869231,8,No
CUST_0536,22,Female,High School,97523.46826455425,777,Tier 2,Dissatisfied,Student,0,Fashion,Premium,15.915807078304669,9,No
CUST_0537,53,Male,PhD,22391.13889750324,458,Tier 1,Very Satisfied,Student,35,Groceries,Basic,0.7653666979300756,9,Yes
CUST_0538,51,Male,Bachelor,69863.44006403442,683,Tier 1,Very Dissatisfied,Student,30,Home,Premium,1.8172233636070927,10,Yes
CUST_0539,69,Male,Master,85828.07096432017,462,Tier 3,Neutral,Unemployed,40,Fashion,Basic,8.644424840223913,6,Yes
CUST_0540,48,Male,Bachelor,20000.0,740,Tier 1,Very Satisfied,Self-Employed,29,Fashion,Basic,1.2342384579073804,8,Yes
CUST_0541,27,Male,High School,75882.80120152359,488,Tier 3,Satisfied,Employed,9,Groceries,Basic,1.3917517995310065,8,No
CUST_0542,36,Male,Bachelor,55594.90797007824,714,Tier 1,Very Satisfied,Employed,16,Electronics,Basic,5.14042835093743,12,No
CUST_0543,49,Male,High School,65121.097285665186,638,Tier 1,Very Satisfied,Student,31,Fashion,Basic,1.6154140020975691,11,No
CUST_0544,18,Non-binary,Bachelor,53535.2407095582,480,Tier 3,Satisfied,Student,0,Groceries,Basic,1.2259721870552767,9,Yes
CUST_0545,22,Female,PhD,81507.86891292153,587,Tier 1,Very Satisfied,Unemployed,3,Electronics,Basic,1.4663396504390067,10,Yes
CUST_0546,62,Male,Bachelor,67262.38683342714,486,Tier 2,Neutral,Student,40,Electronics,Basic,3.3730748322370845,13,No
CUST_0547,21,Non-binary,Bachelor,62634.397790686315,437,Tier 2,Dissatisfied,Employed,1,Home,Standard,16.921682551846068,5,Yes
CUST_0548,33,Non-binary,High School,42022.787860828146,429,Tier 1,Very Satisfied,Employed,14,Groceries,Standard,8.92604311161621,8,Yes
CUST_0549,41,Non-binary,High School,97645.84467668377,493,Tier 2,Neutral,Self-Employed,22,Electronics,Basic,1.6746390013075954,10,Yes
CUST_0550,33,Female,High School,60198.62039466542,615,Tier 3,Dissatisfied,Self-Employed,14,Home,Basic,2.2578583985991405,12,No
CUST_0551,19,Male,Bachelor,105796.11594920917,443,Tier 1,Dissatisfied,Employed,0,Beauty,Standard,3.1228863305716255,12,Yes
CUST_0552,66,Non-binary,High School,98551.3877035639,315,Tier 1,Very Satisfied,Employed,40,Groceries,Standard,19.299441492172644,6,Yes
CUST_0553,45,Female,Bachelor,24432.980654692386,601,Tier 3,Neutral,Unemployed,24,Beauty,Basic,0.946069079706745,18,No
CUST_0554,49,Female,Bachelor,46901.08078394619,722,Tier 3,Very Satisfied,Unemployed,31,Electronics,Standard,2.2118108224572093,5,No
CUST_0555,44,Female,Bachelor,39260.97988050117,544,Tier 3,Satisfied,Employed,22,Groceries,Premium,6.536049989932318,8,Yes
CUST_0556,37,Non-binary,High School,59035.87837025875,406,Tier 1,Dissatisfied,Student,18,Home,Basic,16.613373118335396,14,No
CUST_0557,41,Male,High School,63743.28040972324,387,Tier 3,Very Satisfied,Self-Employed,19,Electronics,Basic,0.8460901970515146,10,Yes
CUST_0558,29,Non-binary,PhD,64598.52935786861,428,Tier 3,Dissatisfied,Employed,7,Groceries,Basic,1.2898394159112778,11,Yes
CUST_0559,67,Non-binary,Bachelor,81082.57352037958,640,Tier 2,Neutral,Student,40,Groceries,Standard,1.2789450282323587,16,Yes
CUST_0560,52,Male,Bachelor,89871.65538617739,303,Tier 2,Very Dissatisfied,Employed,33,Beauty,Basic,0.10577105177554771,9,Yes
CUST_0561,50,Male,High School,79349.75498477278,626,Tier 1,Very Satisfied,Self-Employed,28,Electronics,Basic,4.633165463189527,9,Yes
CUST_0562,50,Male,PhD,48781.29571552506,709,Tier 2,Very Satisfied,Self-Employed,31,Home,Basic,5.55397712519683,9,No
CUST_0563,68,Female,Bachelor,44359.52269785121,605,Tier 2,Dissatisfied,Unemployed,40,Home,Premium,4.6131273969976565,10,No
CUST_0564,60,Male,Bachelor,60055.23671767873,524,Tier 3,Neutral,Unemployed,40,Electronics,Standard,0.369971374541109,12,Yes
CUST_0565,54,Non-binary,Master,68522.39052809324,647,Tier 3,Satisfied,Unemployed,34,Electronics,Standard,0.3587160675570594,8,Yes
CUST_0566,29,Male,High School,56336.17308565755,620,Tier 2,Neutral,Unemployed,7,Fashion,Premium,1.181058813791273,7,Yes
CUST_0567,20,Non-binary,Bachelor,33090.30327495556,480,Tier 2,Very Satisfied,Self-Employed,0,Beauty,Basic,1.7145260292406748,8,No
CUST_0568,18,Female,Bachelor,73641.19017153601,685,Tier 2,Satisfied,Student,0,Electronics,Premium,7.721614722761149,8,Yes
CUST_0569,50,Non-binary,High School,52153.70462532193,407,Tier 1,Neutral,Student,29,Electronics,Standard,0.8681388817777224,10,Yes
CUST_0570,57,Non-binary,PhD,51549.745311559134,830,Tier 1,Very Dissatisfied,Student,35,Fashion,Basic,0.22546915625119857,8,Yes
CUST_0571,27,Male,Master,58907.74651883815,709,Tier 1,Dissatisfied,Employed,8,Fashion,Premium,2.5042733939520128,5,Yes
CUST_0572,60,Male,Bachelor,55202.021658396785,595,Tier 2,Neutral,Unemployed,40,Groceries,Premium,2.6926302297145197,10,Yes
CUST_0573,61,Non-binary,High School,52669.97888975797,470,Tier 2,Neutral,Unemployed,40,Home,Premium,2.997440344083788,11,Yes
CUST_0574,46,Male,High School,34397.49386133621,630,Tier 1,Very Dissatisfied,Self-Employed,27,Beauty,Basic,8.769531454399896,6,Yes
CUST_0575,30,Female,Bachelor,57755.05066096682,792,Tier 1,Very Satisfied,Self-Employed,11,Groceries,Premium,0.5157338106019739,11,No
CUST_0576,29,Female,Master,74059.07583813736,494,Tier 2,Dissatisfied,Employed,10,Electronics,Premium,6.086000881525463,14,Yes
CUST_0577,48,Male,High School,65292.88010242578,311,Tier 3,Neutral,Employed,30,Fashion,Basic,2.0620375373005255,13,No
CUST_0578,63,Female,Bachelor,78962.4287820129,494,Tier 1,Satisfied,Student,40,Home,Basic,1.855174470152554,7,No
CUST_0579,19,Male,Master,45429.099553599866,789,Tier 2,Neutral,Self-Employed,0,Groceries,Basic,13.481333951339465,10,No
CUST_0580,68,Non-binary,High School,34438.83041764397,481,Tier 2,Dissatisfied,Unemployed,40,Home,Premium,1.428210934946073,8,Yes
CUST_0581,67,Non-binary,Bachelor,55083.00042044007,615,Tier 3,Neutral,Student,40,Fashion,Standard,5.14354485356789,6,No
CUST_0582,52,Female,High School,47715.26762902606,329,Tier 2,Very Dissatisfied,Unemployed,30,Groceries,Basic,1.6087992836299314,3,Yes
CUST_0583,40,Male,PhD,49793.30033584504,395,Tier 2,Neutral,Student,19,Groceries,Basic,3.537689993669158,8,Yes
CUST_0584,34,Male,Bachelor,64234.99436162254,680,Tier 1,Neutral,Unemployed,15,Home,Basic,7.715744292093484,7,Yes
CUST_0585,43,Female,High School,49938.38921790689,743,Tier 1,Satisfied,Employed,25,Fashion,Standard,10.673609596654025,13,Yes
CUST_0586,25,Non-binary,Bachelor,34998.630215872116,597,Tier 3,Very Dissatisfied,Student,5,Electronics,Basic,9.122360924265973,12,Yes
CUST_0587,46,Female,Bachelor,48820.105442360036,660,Tier 3,Very Dissatisfied,Unemployed,24,Groceries,Premium,4.363531615415322,11,Yes
CUST_0588,43,Non-binary,Master,66801.18733721603,673,Tier 2,Neutral,Unemployed,23,Electronics,Standard,1.4305253517889378,10,Yes
CUST_0589,27,Male,Master,73429.61202013835,602,Tier 1,Satisfied,Self-Employed,9,Fashion,Standard,5.412219274448936,12,No
CUST_0590,43,Non-binary,Bachelor,73228.45568166694,720,Tier 3,Neutral,Student,21,Groceries,Basic,6.187734906242004,7,Yes
CUST_0591,51,Female,High School,68489.46188495819,545,Tier 3,Neutral,Unemployed,31,Groceries,Basic,0.1,14,Yes
CUST_0592,68,Male,High School,56638.13068069511,536,Tier 3,Dissatisfied,Self-Employed,40,Electronics,Basic,2.8920484309162875,8,No
